#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF05-16","SAMN09734185","PRJNA482748","GCA_003465665.1","Scaffold",2.42575,60.4,,"QSBG01",23,1981,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/465/665/GCA_003465665.1_ASM346566v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/465/665/GCF_003465665.1_ASM346566v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","BB-79","SAMN08120363","PRJNA420803","GCA_004125375.1","Contig",2.20609,59.9,,"PIYT01",23,1763,"2019-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/125/375/GCA_004125375.1_ASM412537v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/125/375/GCF_004125375.1_ASM412537v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","1","SAMEA4827164","PRJEB28066","GCA_900519135.1","Contig",2.20609,59.9,,"ULGZ01",23,1763,"2018-09-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/519/135/GCA_900519135.1_BB-79","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/519/135/GCF_900519135.1_BB-79"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","TM05-14","SAMN09736978","PRJNA482748","GCA_003466505.1","Scaffold",2.50681,59.9,,"QSPR01",19,2042,"2018-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/466/505/GCA_003466505.1_ASM346650v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/466/505/GCF_003466505.1_ASM346650v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","APC1464","SAMN07958349","PRJNA394834","GCA_002833185.1","Contig",2.34652,60.1,,"PJEE01",31,1873,"2017-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/185/GCA_002833185.1_ASM283318v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/185/GCF_002833185.1_ASM283318v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF27-1BH","SAMN09734529","PRJNA482748","GCA_003457975.1","Scaffold",2.33708,60.1,,"QRTM01",18,1860,"2018-09-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/457/975/GCA_003457975.1_ASM345797v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/457/975/GCF_003457975.1_ASM345797v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AM12-16","SAMN09734785","PRJNA482748","GCA_003472305.1","Scaffold",2.30797,60,,"QRLQ01",23,1782,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/472/305/GCA_003472305.1_ASM347230v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/472/305/GCF_003472305.1_ASM347230v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF11-41","SAMN09734211","PRJNA482748","GCA_003465095.1","Scaffold",2.38362,60.3,,"QSAM01",30,1895,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/465/095/GCA_003465095.1_ASM346509v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/465/095/GCF_003465095.1_ASM346509v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","DPC6321","SAMN07958365","PRJNA394834","GCA_002832995.1","Contig",2.38236,59.9,,"PJDO01",28,1894,"2017-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/995/GCA_002832995.1_ASM283299v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/995/GCF_002832995.1_ASM283299v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","Bifido_04","SAMEA51817918","PRJEB18553","GCA_900157085.1","Contig",2.57939,59.7,,"FTRG01",48,2110,"2017-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/085/GCA_900157085.1_Bifido_04_v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/085/GCF_900157085.1_Bifido_04_v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AM31-13LB","SAMN09736426","PRJNA482748","GCA_003468805.1","Scaffold",2.43452,60.2,,"QSJE01",14,1966,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/805/GCA_003468805.1_ASM346880v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/805/GCF_003468805.1_ASM346880v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","TF01-22","SAMN09736866","PRJNA482748","GCA_003437995.1","Scaffold",2.38449,60.2,,"QSSW01",14,1897,"2018-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/437/995/GCA_003437995.1_ASM343799v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/437/995/GCF_003437995.1_ASM343799v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF14-34","SAMN09734258","PRJNA482748","GCA_003464575.1","Scaffold",2.40908,60.1,,"QRZE01",30,1913,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/464/575/GCA_003464575.1_ASM346457v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/464/575/GCF_003464575.1_ASM346457v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF04-13","SAMN09734175","PRJNA482748","GCA_003465745.1","Scaffold",2.37602,60.1,,"QSBN01",16,1876,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/465/745/GCA_003465745.1_ASM346574v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/465/745/GCF_003465745.1_ASM346574v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","APC1478","SAMN07958357","PRJNA394834","GCA_002833055.1","Contig",2.22335,59.8,,"PJDW01",21,1729,"2017-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/055/GCA_002833055.1_ASM283305v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/055/GCF_002833055.1_ASM283305v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF14-22","SAMN09734253","PRJNA482748","GCA_003464685.1","Scaffold",2.40721,60.1,,"QRZJ01",26,1917,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/464/685/GCA_003464685.1_ASM346468v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/464/685/GCF_003464685.1_ASM346468v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF03-20","SAMN09734170","PRJNA482748","GCA_003466045.1","Scaffold",2.44578,60.2,,"QSBS01",17,1914,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/466/045/GCA_003466045.1_ASM346604v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/466/045/GCF_003466045.1_ASM346604v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","TM06-1","SAMN09736986","PRJNA482748","GCA_003466425.1","Scaffold",2.40404,60.2,,"QSPJ01",14,1901,"2018-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/466/425/GCA_003466425.1_ASM346642v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/466/425/GCF_003466425.1_ASM346642v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AM16-2","SAMN09734826","PRJNA482748","GCA_003471915.1","Scaffold",2.28838,60,,"QRKK01",17,1825,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/471/915/GCA_003471915.1_ASM347191v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/471/915/GCF_003471915.1_ASM347191v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AM11-2","SAMN09734779","PRJNA482748","GCA_003472405.1","Scaffold",2.32334,60.2,,"QRLW01",25,1851,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/472/405/GCA_003472405.1_ASM347240v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/472/405/GCF_003472405.1_ASM347240v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","UMA026","SAMN08102330","PRJNA419938","GCA_003130775.1","Contig",2.39256,60.1,,"PHUM01",66,1892,"2018-05-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/130/775/GCA_003130775.1_ASM313077v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/130/775/GCF_003130775.1_ASM313077v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","bk_0021","SAMN10239587","PRJNA496358","GCA_004167725.1","Contig",2.32045,59.9,,"RCXP01",45,1915,"2019-02-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/167/725/GCA_004167725.1_ASM416772v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/167/725/GCF_004167725.1_ASM416772v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","1886B","SAMN06621706","PRJNA379831","GCA_002076095.1","Contig",2.47375,60.2,,"NAQL01",47,2057,"2017-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/076/095/GCA_002076095.1_Bbif1886B","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/076/095/GCF_002076095.1_Bbif1886B"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF36-1","SAMN09734632","PRJNA482748","GCA_003474905.1","Scaffold",2.37886,60.1,,"QRPJ01",19,1920,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/474/905/GCA_003474905.1_ASM347490v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/474/905/GCF_003474905.1_ASM347490v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","TF07-39","SAMN09736908","PRJNA482748","GCA_003437095.1","Scaffold",2.45182,60.1,,"QSRO01",16,1981,"2018-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/437/095/GCA_003437095.1_ASM343709v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/437/095/GCF_003437095.1_ASM343709v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","DPC6320","SAMN07958364","PRJNA394834","GCA_002833255.1","Contig",2.33037,59.9,,"PJDP01",25,1807,"2017-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/255/GCA_002833255.1_ASM283325v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/255/GCF_002833255.1_ASM283325v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","TF07-34","SAMN09736907","PRJNA482748","GCA_003437105.1","Scaffold",2.3738,60.1,,"QSRP01",26,1880,"2018-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/437/105/GCA_003437105.1_ASM343710v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/437/105/GCF_003437105.1_ASM343710v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","DPC6317","SAMN07958363","PRJNA394834","GCA_002832945.1","Contig",2.44863,60.2,,"PJDQ01",20,1918,"2017-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/945/GCA_002832945.1_ASM283294v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/945/GCF_002832945.1_ASM283294v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF35-13AC","SAMN09734620","PRJNA482748","GCA_003475025.1","Scaffold",2.3945,60.1,,"QRPR01",21,1904,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/475/025/GCA_003475025.1_ASM347502v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/475/025/GCF_003475025.1_ASM347502v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","APC1472","SAMN07958353","PRJNA394834","GCA_002833115.1","Contig",2.36404,60.2,,"PJEA01",50,1863,"2017-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/115/GCA_002833115.1_ASM283311v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/115/GCF_002833115.1_ASM283311v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF03-27","SAMN09734172","PRJNA482748","GCA_003465785.1","Scaffold",2.44611,60.2,,"QSBQ01",20,1917,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/465/785/GCA_003465785.1_ASM346578v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/465/785/GCF_003465785.1_ASM346578v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF03-10","SAMN09734168","PRJNA482748","GCA_003466075.1","Scaffold",2.44408,60.2,,"QSBU01",19,1915,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/466/075/GCA_003466075.1_ASM346607v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/466/075/GCF_003466075.1_ASM346607v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AM42-13AT","SAMN09736542","PRJNA482748","GCA_003468005.1","Scaffold",2.22637,60.1,,"QSGC01",16,1744,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/005/GCA_003468005.1_ASM346800v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/005/GCF_003468005.1_ASM346800v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","TF06-45A","SAMN09736897","PRJNA482748","GCA_003437715.1","Scaffold",2.52562,59.6,,"QSRZ01",21,2116,"2018-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/437/715/GCA_003437715.1_ASM343771v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/437/715/GCF_003437715.1_ASM343771v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","Bifido_01","SAMEA51815668","PRJEB18553","GCA_900157095.1","Contig",2.33463,59.9,,"FTRH01",39,1867,"2017-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/095/GCA_900157095.1_Bifido_01_v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/095/GCF_900157095.1_Bifido_01_v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","1898B","SAMN06621716","PRJNA379831","GCA_002075875.1","Contig",2.47439,59.9,,"NAQB01",41,1962,"2017-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/075/875/GCA_002075875.1_Bbif1898B","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/075/875/GCF_002075875.1_Bbif1898B"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","OM05-2BH","SAMN09736802","PRJNA482748","GCA_003438385.1","Scaffold",2.43685,60.1,,"QSUI01",46,2007,"2018-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/438/385/GCA_003438385.1_ASM343838v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/438/385/GCF_003438385.1_ASM343838v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AM11-5","SAMN09734782","PRJNA482748","GCA_003473205.1","Scaffold",2.35711,60.1,,"QRLT01",32,1879,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/473/205/GCA_003473205.1_ASM347320v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/473/205/GCF_003473205.1_ASM347320v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF13-41","SAMN09734240","PRJNA482748","GCA_003464805.1","Scaffold",2.32031,60.4,,"QRZU01",22,1832,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/464/805/GCA_003464805.1_ASM346480v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/464/805/GCF_003464805.1_ASM346480v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF13-34","SAMN09734235","PRJNA482748","GCA_003465365.1","Scaffold",2.31949,60.4,,"QRZY01",24,1834,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/465/365/GCA_003465365.1_ASM346536v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/465/365/GCF_003465365.1_ASM346536v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","APC1480","SAMN07958358","PRJNA394834","GCA_002833065.1","Contig",2.47775,59.9,,"PJDV01",27,2022,"2017-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/065/GCA_002833065.1_ASM283306v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/065/GCF_002833065.1_ASM283306v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","APC1477","SAMN07958356","PRJNA394834","GCA_002833075.1","Contig",2.22881,59.8,,"PJDX01",24,1726,"2017-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/075/GCA_002833075.1_ASM283307v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/075/GCF_002833075.1_ASM283307v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF11-12","SAMN09734206","PRJNA482748","GCA_003465455.1","Scaffold",2.68534,60.3,,"QSAR01",58,2217,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/465/455/GCA_003465455.1_ASM346545v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/465/455/GCF_003465455.1_ASM346545v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","APC1473","SAMN07958354","PRJNA394834","GCA_002833125.1","Contig",2.31707,59.8,,"PJDZ01",39,1817,"2017-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/125/GCA_002833125.1_ASM283312v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/125/GCF_002833125.1_ASM283312v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","Bifido_S1","SAMEA51824668","PRJEB18553","GCA_900157075.1","Contig",2.81203,59.7,,"FTRM01",81,2414,"2017-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/075/GCA_900157075.1_Bifido_S1_v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/075/GCF_900157075.1_Bifido_S1_v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF30-11","SAMN09734564","PRJNA482748","GCA_003475865.1","Scaffold",2.2659,59.9,,"QRQW01",18,1758,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/475/865/GCA_003475865.1_ASM347586v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/475/865/GCF_003475865.1_ASM347586v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","TF07-31","SAMN09736906","PRJNA482748","GCA_003437135.1","Scaffold",2.44332,60,,"QSRQ01",22,1966,"2018-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/437/135/GCA_003437135.1_ASM343713v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/437/135/GCF_003437135.1_ASM343713v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","APC1462","SAMN07958348","PRJNA394834","GCA_002833205.1","Contig",2.41778,60.3,,"PJEF01",27,1953,"2017-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/205/GCA_002833205.1_ASM283320v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/205/GCF_002833205.1_ASM283320v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","DPC6316","SAMN07958362","PRJNA394834","GCA_002833015.1","Contig",2.39397,60.4,,"PJDR01",32,1912,"2017-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/015/GCA_002833015.1_ASM283301v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/015/GCF_002833015.1_ASM283301v1"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","1897B","SAMN06621715","PRJNA379831","GCA_002075935.1","Contig",2.45361,59.9,,"NAQC01",55,1966,"2017-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/075/935/GCA_002075935.1_Bbif1897B","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/075/935/GCF_002075935.1_Bbif1897B"
"Bifidobacterium longum","Bacteria;Terrabacteria group;Actinobacteria","AF08-2","SAMN09734194","PRJNA482748","GCA_003465545.1","Scaffold",2.54012,60.2,,"QSAY01",23,2091,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/465/545/GCA_003465545.1_ASM346554v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/465/545/GCF_003465545.1_ASM346554v1"
