OTU	C11_WGSerr_r1.sorted.bam	C11_WGSerr_r0.sorted.bam	C13_WGSerr_r1.sorted.bam	C1_WGSerr_r1.sorted.bam	C2_WGSerr_r0.sorted.bam	C9_WGSerr_r2.sorted.bam	C14_WGSerr_r1.sorted.bam	C11_WGSerr_r2.sorted.bam	C20_WGSerr_r0.sorted.bam	C6_WGSerr_r2.sorted.bam	C12_WGSerr_r2.sorted.bam	C19_WGSerr_r2.sorted.bam	C17_WGSerr_r0.sorted.bam	C15_WGSerr_r0.sorted.bam	C12_WGSerr_r0.sorted.bam	C12_WGSerr_r1.sorted.bam	C7_WGSerr_r1.sorted.bam	C3_WGSerr_r2.sorted.bam	C9_WGSerr_r0.sorted.bam	C10_WGSerr_r0.sorted.bam	C13_WGSerr_r0.sorted.bam	C17_WGSerr_r1.sorted.bam	C20_WGSerr_r1.sorted.bam	C1_WGSerr_r2.sorted.bam	C10_WGSerr_r2.sorted.bam	C5_WGSerr_r0.sorted.bam	C19_WGSerr_r1.sorted.bam	C2_WGSerr_r2.sorted.bam	C16_WGSerr_r2.sorted.bam	C8_WGSerr_r0.sorted.bam	C14_WGSerr_r0.sorted.bam	C19_WGSerr_r0.sorted.bam	C3_WGSerr_r0.sorted.bam	C13_WGSerr_r2.sorted.bam	C15_WGSerr_r1.sorted.bam	C14_WGSerr_r2.sorted.bam	C7_WGSerr_r0.sorted.bam	C9_WGSerr_r1.sorted.bam	C8_WGSerr_r1.sorted.bam	C5_WGSerr_r2.sorted.bam	C4_WGSerr_r1.sorted.bam	C17_WGSerr_r2.sorted.bam	C18_WGSerr_r1.sorted.bam	C4_WGSerr_r2.sorted.bam	C6_WGSerr_r0.sorted.bam	C3_WGSerr_r1.sorted.bam	C16_WGSerr_r0.sorted.bam	C10_WGSerr_r1.sorted.bam	C4_WGSerr_r0.sorted.bam	C16_WGSerr_r1.sorted.bam	C20_WGSerr_r2.sorted.bam	C15_WGSerr_r2.sorted.bam	C1_WGSerr_r0.sorted.bam	C8_WGSerr_r2.sorted.bam	C18_WGSerr_r2.sorted.bam	C7_WGSerr_r2.sorted.bam	C6_WGSerr_r1.sorted.bam	C2_WGSerr_r1.sorted.bam	C18_WGSerr_r0.sorted.bam	C5_WGSerr_r1.sorted.bam
GCF_000332755.1_ASM33275v1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000350845.1_Esch_coli_KTE28_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000351025.1_Esch_coli_KTE193_V1_genomic.fna	0.000798	0.001286	0	0	0	0.000537	0	0	0.002247	0	0	0.003519	0	0	0.001715	0.001477	0	0.00182	1.1e-05	0.001441	0.000262	0.000773	0.000199	0	0	0.000859	0.00112	0	0	8e-06	0.000209	0.002912	0	0.001472	0	0.00045	0	0	0.000504	0.0021	0.000137	0.001661	0.001599	0	0	0.001214	0	0.00087	0.000622	2.4e-05	0.000145	0.00085	0	0.003236	0	0.001206	0.001159	0.000708	0.002516	0
GCF_000351185.1_Esch_coli_KTE213_V1_genomic.fna	0.003111	0.003042	0.008611	0.006207	0.005619	0.009399	0.010544	0.00292	0.009253	0.011423	0.008526	0.005674	0.004041	0.010266	0.010715	0.008817	0.007061	0.009446	0.008431	0.006982	0.008231	0.006482	0.007973	0.005834	0.004854	0.00963	0.006752	0.006185	0.005106	0.00383	0.008356	0.004322	0.005354	0.005736	0.006031	0.010926	0.003849	0.009011	0.005333	0.009027	0.002765	0.007267	0.009825	0.003865	0.009092	0.0032	0.004604	0.005933	0.002038	0.004634	0.011014	0.006431	0.005281	0.006524	0.007825	0.004763	0.009748	0.005897	0.008212	0.008392
GCF_000351325.1_Esch_coli_KTE233_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000351345.1_Esch_coli_KTE234_V1_genomic.fna	0.006214	0.006927	0.005726	0.009763	0.011315	0.014801	0.012108	0.011102	0.004211	0.003788	0.009835	0.036873	0.012778	0.01977	0.011732	0.005545	0.006921	0.020448	0.016485	0.010403	0.003481	0.012694	0.002118	0.006703	0.012253	0.018055	0.036627	0.013741	0.003336	0.012489	0.010817	0.031319	0.013875	0.005965	0.01575	0.010957	0.006854	0.023039	0.015557	0.01414	0.001001	0.007897	0.013195	0.003793	0.005234	0.014506	0.008412	0.01584	0.002006	0.007029	0.003914	0.019415	0.006571	0.012034	0.016211	0.012505	0.004292	0.006295	0.013032	0.019161
GCF_000351405.1_Esch_coli_KTE237_V1_genomic.fna	0.000974	0.000887	0	0	0	0	0.000896	0	0	4.4e-05	0	0	0	0	0.002294	0	0	0	0	0	0	0	0.00034	0.000305	0.001873	0.000517	0.001161	0	0	0	0	0.001479	0.00083	0	0	0	0	0	0	0	0	0.000233	0	0.002417	0	0	0.000575	0.00087	0.001252	0	0	0	0	0	0	0	0	0.000577	0	0
GCF_000351425.1_Esch_coli_KTE47_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000351505.1_Esch_coli_KTE55_V1_genomic.fna	0.000349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143	0	0	0	0	0.00035	0	0	0	0	0	0	0	0	0.000491	0	0	0	0	0	0	0	0	0	0.000615	0	0	0	0	0	0	0	0
GCF_000351625.1_Esch_coli_KTE66_V1_genomic.fna	5.2e-05	0	0	0	0	0	0	0	0	0	0	0.000326	0.000817	0.002503	0.000536	0.000132	0.000312	0.000313	2.5e-05	0	0	0.001572	0.001829	0	0.000653	0.000262	0	0.000282	0.00112	0	0	0	0	0	0.000934	0.000668	0	0.001139	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000519	0.000239	0	9.8e-05	0.000245	0.000438	0	0	0
GCF_000351685.1_Esch_coli_KTE75_V1_genomic.fna	0	0	0	0	0.000528	0	0	0	0	0	4.4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001883	0	0	0	8.7e-05	0	0	0
GCF_000352105.1_Esch_coli_KTE9_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1e-05	0.000114	0	0.000175	0	0	0	0	0	0	0	0.00141	0.001402	0.000303	0	0	0	0	0	0	0	0.001098	0	0	0	2.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000759	0	0.000146
GCF_000352245.1_Esch_coli_KTE29_V1_genomic.fna	0	0	0	0	0	0	0.005699	0.000258	0.005703	0.002102	0	0.003721	0.000691	0.001871	0.005168	0.007335	0.003988	0	0.001678	0	0	0.001023	0.004451	0	0	0.00512	0.005558	0.002732	0	0.002772	0.004508	0.000503	0	0	0.002862	0.003215	0.000644	0	0	0.005208	0	0.001977	0	0	0.005074	0.003429	0.004198	0	0	0.001007	0.000665	0.00429	0	0	0.000615	0.005425	0.005613	0.000212	0	0.009468
GCF_000352305.1_Esch_coli_KTE48_V1_genomic.fna	0.001025	0.000923	0.000428	0.001253	0	0.003645	0	0.004535	0	0	0	0.006574	0.002432	0.00434	0	0	0.001597	0.005591	0.002328	0.007141	0.00835	0.002469	0.001421	0	0.001795	0	0.001346	0	0	0.002966	0	0	0.001572	0.006385	0.004882	0	0	0	0.004188	0	0	0.005037	0	0.002115	0.002145	0.005208	0.001089	0.001871	0	0.000917	0.002271	0.005226	0	0.005244	0.001249	0	0.002197	0	0.002158	0
GCF_000352425.1_Esch_coli_KTE78_V1_genomic.fna	0	0.002669	4.1e-05	0.000372	0	0.001464	0.001116	0.000418	0.001852	0.002431	0.001552	0.002306	0.001913	0.000542	0.000871	0.000672	0	0	0.002186	0	0.001695	0.002012	0	0.000405	3.6e-05	0	0.004967	0	0.000713	0.000492	0	0.002286	0.000922	0.000577	0.00189	0	0	0.00175	0.00149	0.001312	0	0.000321	0	0.00119	0.001802	0.004217	0.000493	0.000776	0.000566	0.000426	0.000836	0.002703	0.000431	0.002996	0.003398	0	0.001682	0	0.002496	0.000465
GCF_000352465.1_Esch_coli_KTE84_V1_genomic.fna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000352525.1_Esch_coli_KTE115_V1_genomic.fna	0.081019	0.08133	0.121712	0.086051	0.082043	0.045008	0.119362	0.081246	0.16207	0.078882	0.075331	0.044049	0.212999	0.134684	0.075957	0.074521	0.130222	0.086261	0.042843	0.088262	0.12538	0.21308	0.160089	0.085559	0.085274	0.035607	0.042729	0.080874	0.119787	0.038582	0.117128	0.041003	0.083254	0.122723	0.133766	0.116912	0.130918	0.041783	0.038962	0.035483	0.08011	0.213865	0.036296	0.078206	0.079558	0.085014	0.120627	0.083505	0.078748	0.122204	0.159217	0.132453	0.084301	0.03714	0.037736	0.131066	0.078651	0.080649	0.036166	0.039427
